start,end,segment_id,word
452650,452750,25,I
452750,452939,25,mean
452939,452940,25,","
452950,453269,25,okay
453269,453270,25,","
453280,453430,25,I'm
453430,453800,25,sure
453800,453970,25,that
453970,454090,25,the
454090,454700,25,standard
455320,455950,25,four
455950,456310,25,cylinder
456310,456580,25,engine
456580,456710,25,that
456710,456930,25,comes
456930,457040,25,with
457040,457240,25,this
457240,457609,25,car
457609,457610,25,","
457620,457800,25,which
457800,457910,25,is
457910,458270,25,also
458280,458860,25,20
459040,459569,25,power
459569,459570,25,","
459920,460290,25,is
460300,460849,25,fine
460849,460850,25,.
460920,461270,25,But
461500,462130,25,300D
462260,462570,25,power
462580,463130,25,£300
463130,463270,25,feet
463270,463350,25,of
463350,463640,25,torque
463650,463760,25,in
463760,464250,25,this
464420,464690,25,tiny
464700,464979,25,car
464979,464980,25,.
465180,465579,25,Yes
465579,465580,25,","
465590,466019,25,very
466019,466020,25,","
466030,466280,25,very
466280,466699,25,cool
466699,466700,25,.
