start,end,segment_id,word
260760,261029,15,With
261040,261240,15,all
261240,261480,15,will
261480,262049,15,drive
262049,262050,15,","
262120,262460,15,however
262460,262590,15,you
262590,262860,15,can
262860,263050,15,get
263050,263140,15,It
263140,263280,15,was
263280,263440,15,a
263450,263870,15,bomb
263880,264450,15,because
264530,265040,15,twin
265040,265730,15,turbo
265810,266260,15,petrol
266260,266609,15,engines
266609,266610,15,","
266610,266780,15,which
266780,266850,15,is
266850,267110,15,just
267160,267770,15,crazy
267770,268199,15,fast
268199,268200,15,.
268850,269160,15,You
269160,269400,15,don't
269670,269950,15,really
269950,270160,15,use
270160,270350,15,one
270740,271570,15,A3
271570,271880,15,50
271880,272379,15,diesel
272379,272380,15,.
272510,272960,15,It's
273010,273570,15,easily
273570,273880,15,quick
273880,274209,15,enough
274209,274210,15,.
274220,274440,15,North
274440,274910,15,60
275080,275340,15,just
275340,275510,15,over
275510,275790,15,six
275790,276429,15,seconds
276429,276430,15,.
