start,end,segment_id,word
542370,542710,32,So
543060,543280,32,what's
543280,543400,32,my
543400,543730,32,overall
543730,544120,32,verdict
544130,544280,32,on
544280,544430,32,this
544430,544809,32,car
544809,544810,32,?
545020,545220,32,Should
545220,545549,32,do
545549,545550,32,.
545740,546150,32,Avoid
546150,546380,32,it
546390,546630,32,should
546910,547360,32,consider
547360,547550,32,it
547730,547920,32,should
547920,548060,32,have
548060,548490,32,short
548490,548740,32,list
548740,548949,32,there
548949,548950,32,.
548960,549120,32,Or
549120,549300,32,should
549300,549380,32,we
549380,549530,32,just
549530,549640,32,go
549640,549820,32,right
549820,550000,32,ahead
550000,550100,32,and
550100,550270,32,buy
550270,550559,32,it
550559,550560,32,?
550790,551039,32,Well
551039,551040,32,","
551040,551150,32,I
551150,551510,32,reckon
551510,551690,32,you
551690,552120,32,should
552450,552980,32,short
552980,553280,32,list
553340,553490,32,the
553490,553670,32,new
553670,553880,32,Audi
553880,554449,32,A5
554449,554450,32,.
554720,555069,32,Yes
555069,555070,32,","
555070,555170,32,and
555170,555490,32,rivals
555490,555590,32,are
555590,555730,32,more
555730,555880,32,fun
555880,555970,32,to
555970,556249,32,drive
556249,556250,32,","
556450,556630,32,but
556630,556760,32,it's
556760,557280,32,still
557420,557540,32,a
557540,557860,32,great
557860,558219,32,car
558219,558220,32,.
558540,558780,32,Thanks
558780,558840,32,for
558840,559249,32,watching
559249,559250,32,.
560500,560720,32,Enjoy
560720,560870,32,this
560870,561059,32,video
561059,561060,32,","
561060,561340,32,please
561340,561570,32,like
561570,561720,32,it
561730,562010,32,and
562010,562400,32,share
562400,562710,32,it
562750,562880,32,and
562880,563020,32,click
563020,563080,32,on
563080,563150,32,the
563150,563340,32,big
563340,563530,32,car
563530,563800,32,while
563800,564020,32,okay
564020,564150,32,to
564150,564610,32,subscribe
564610,564700,32,to
564700,564890,32,our
564900,565240,32,channel
565780,565890,32,on
565890,566000,32,the
566000,566400,32,individual
566400,566690,32,video
566690,567079,32,windows
567079,567080,32,","
567080,567170,32,you
567170,567280,32,can
567280,567470,32,watch
567470,567590,32,out
567590,567899,32,detail
567899,567900,32,","
567900,568659,32,practicality
568659,568660,32,","
568660,569220,32,300D
569270,569620,32,degree
569620,569930,32,passage
569930,570280,32,ride
570290,570540,32,on
570550,571150,32,entertainment
571160,571560,32,video
571570,572160,32,reviews
572450,572590,32,and
572590,572760,32,it's
572760,572890,32,about
572890,573070,32,the
573070,573359,32,strike
573359,573360,32,.
573370,573530,32,In
573530,573680,32,this
573680,574229,32,video
574229,574230,32,","
574260,574480,32,it
574490,574790,32,was
574800,574990,32,the
575110,575580,32,a
575590,576260,32,A5
576270,576900,32,road
577050,577310,32,on
577310,577390,32,the
577390,577650,32,car
577650,577940,32,sat
577940,578160,32,nav
