start,end,segment_id,word
555160,555450,24,Look
555450,555590,24,at
555590,556019,24,that
556019,556020,24,.
556150,556380,24,Look
556380,556470,24,at
556470,556600,24,all
556600,556810,24,that
556810,557099,24,room
557099,557100,24,.
557100,557200,24,You
557210,557380,24,get
557380,557440,24,a
557440,557740,24,bike
557740,557840,24,in
557840,558049,24,there
558049,558050,24,","
558050,558160,24,you
558160,558280,24,can
558280,558530,24,get
559250,559340,24,a
559340,559779,24,kayak
559779,559780,24,","
559780,559880,24,and
559880,559980,24,there
559980,560130,24,may
560130,560290,24,be
560290,560410,24,if
560410,560500,24,you
560500,560770,24,kept
560770,560890,24,it
561070,561419,24,up
561419,561420,24,","
561580,562010,24,Maybe
562470,562940,24,folding
562940,563439,24,seats
563439,563440,24,.
563500,563670,24,You
563670,563960,24,probably
563960,564050,24,got
564050,564100,24,a
564100,564420,24,cock
564420,564510,24,in
564510,564649,24,here
564649,564650,24,.
564650,564730,24,Of
564730,564980,24,course
564980,565060,24,you
565060,565349,24,could
565349,565350,24,.
