start,end,segment_id,word
34670,34880,3,As
34880,34990,3,for
34990,35080,3,the
35090,35909,3,engine
35909,35910,3,","
36070,36510,3,BMW
36510,36790,3,didn't
36800,37100,3,just
37100,37310,3,take
37310,37470,3,a
37470,37960,3,reworked
37960,38390,3,version
38390,38460,3,of
38460,38570,3,his
38570,39110,3,existing
39120,39470,3,three
39470,39720,3,litre
39730,40270,3,turbo
40500,40650,3,and
40650,40890,3,stick
40890,40970,3,it
40970,41150,3,into
41150,41270,3,a
41270,41680,3,racy
41680,41780,3,or
41780,42070,3,to
42070,42609,3,Siri's
42609,42610,3,.
44140,44509,3,Okay
44509,44510,3,","
44510,44760,3,that's
44770,45230,3,actually
45240,45800,3,exactly
45800,45950,3,what
45960,46130,3,they
46140,46629,3,did
46629,46630,3,.
46950,47210,3,But
47210,47420,3,this
47420,47909,3,engine
47909,47910,3,","
48020,48390,3,housed
48390,48600,3,within
48600,48650,3,a
48650,49440,3,modified
49450,49960,3,M3
49960,50539,3,chassis
50539,50540,3,.
50830,51069,3,Yes
51069,51070,3,","
51070,51240,3,the
51240,51389,3,End
51389,51390,3,","
51400,51679,3,too
51679,51680,3,","
51680,51830,3,is
51830,52070,3,only
52070,52130,3,a
52130,52360,3,two
52360,52750,3,Siri's
52750,52830,3,to
52830,52910,3,the
52910,53270,3,naked
53270,53679,3,eye
53679,53680,3,","
54160,54280,3,and
54280,54340,3,the
54340,54950,3,result
54960,55250,3,is
55260,55540,3,really
55540,55900,3,something
55900,56429,3,special
56429,56430,3,.
57140,57410,3,So
57410,57480,3,to
57490,57780,3,find
57780,57880,3,out
57880,58100,3,just
58100,58220,3,how
58220,58670,3,special
58670,58740,3,it
58740,59179,3,is
59179,59180,3,","
59370,59540,3,let's
59540,59650,3,head
59650,59730,3,to
59730,59820,3,the
59820,60040,3,race
60040,60430,3,track
60440,64509,3,way
64509,64510,3,.
64780,64870,3,Of
64879,65098,3,course
65098,65099,3,","
65099,65180,3,the
65190,65430,3,first
65430,65540,3,thing
65540,65640,3,you'll
65640,66150,3,notice
66520,67070,3,power
67400,67550,3,and
67550,67710,3,with
67710,68850,3,365
68860,69520,3,horsepower
69800,71250,3,£343
71250,71450,3,feet
71450,71540,3,of
71550,71940,3,torque
72230,72480,3,for
72480,72570,3,a
72570,72840,3,0
72840,72940,3,to
72940,73320,3,60
73320,73410,3,in
73420,74280,3,4.2
74280,74889,3,seconds
74889,74890,3,","
75240,75420,3,there's
75420,75740,3,certainly
75740,75910,3,no
75910,76230,3,lack
76230,76330,3,of
76330,76570,3,it
78690,79080,3,begins
79080,79170,3,to
79180,79590,3,produce
79590,79990,3,usable
79990,80490,3,power
80680,81070,3,around
81080,82090,3,3500
82090,82789,3,rpm
82789,82790,3,.
82800,83230,3,Wait
83330,83530,3,till
83560,84340,3,dessert
84510,84770,3,all
84770,84990,3,way
84990,85220,3,up
85400,85760,3,until
85770,86100,3,just
86100,86350,3,over
86350,87270,3,7000
87270,87959,3,rpm
87959,87960,3,.
88670,88880,3,Let's
88880,89040,3,give
89050,89210,3,that
89210,89240,3,a
89250,89789,3,try
89789,89790,3,.
