start,end,segment_id,word
1218200,1218410,22,Let's
1218410,1218580,22,keep
1218580,1218650,22,in
1218650,1218890,22,mind
1218890,1218980,22,that
1218990,1219210,22,the
1219220,1219590,22,Audi
1219600,1219960,22,A8
1220580,1220860,22,A8
1220950,1221250,22,l
1221250,1221330,22,of
1221330,1221410,22,the
1221410,1221670,22,long
1221670,1221970,22,version
1221970,1222170,22,is
1222180,1222470,22,only
1222470,1222600,22,one
1222600,1222760,22,that's
1222760,1222990,22,coming
1222990,1223120,22,to
1223120,1223539,22,America
1223539,1223540,22,","
1223540,1223710,22,so
1223710,1223830,22,you
1223830,1224040,22,won't
1224050,1224180,22,be
1224180,1224340,22,able
1224340,1224430,22,to
1224430,1224740,22,actually
1224740,1225040,22,buy
1225040,1225160,22,the
1225160,1225460,22,short
1225460,1225780,22,version
1225780,1225870,22,of
1225880,1226010,22,this
1226010,1226409,22,vehicle
1226409,1226410,22,.
1226630,1226860,22,But
1226860,1227060,22,right
1227060,1227579,22,now
1227579,1227580,22,","
1227760,1227960,22,if
1227960,1228060,22,you
1228060,1228690,22,want
1229180,1229320,22,the
1229330,1229800,22,ultimate
1229810,1230309,22,Audi
1230309,1230310,22,","
1230840,1231100,22,this
1231100,1231230,22,is
1231230,1231330,22,the
1231330,1231490,22,one
1231490,1231600,22,that
1231610,1231750,22,you
1231750,1231940,22,have
1231940,1232040,22,to
1232040,1232240,22,go
1232240,1232609,22,for
1232609,1232610,22,.
1232620,1232840,22,This
1232840,1232960,22,is
1232960,1233100,22,the
1233110,1233460,22,only
1233470,1233990,22,choice
1234350,1235159,22,on
1235159,1235160,22,.
1235160,1235220,22,I
1235220,1235340,22,have
1235340,1235420,22,to
1235420,1235750,22,say
1235750,1236260,22,that
1236800,1236970,22,as
1236970,1237060,22,a
1237060,1237580,22,fan
1237590,1238050,22,of
1238180,1238600,22,German
1238600,1239040,22,luxury
1239050,1239540,22,cars
1240540,1241110,22,between
1241110,1241230,22,the
1241230,1241629,22,Audi
1241629,1241630,22,","
1241630,1241730,22,the
1241740,1242530,22,BMW
1242540,1242660,22,and
1242660,1242730,22,the
1242730,1243609,22,Mercedes
1243609,1243610,22,","
1244400,1244530,22,I
1244530,1244740,22,would
1244740,1244980,22,choose
1244980,1245080,22,the
1245080,1245450,22,Audi
1246240,1246550,22,go
1246550,1246810,22,back
1246810,1246900,22,to
1246900,1247010,22,what
1247010,1247090,22,I
1247330,1247630,22,said
1247630,1247720,22,when
1247720,1247770,22,I
1247770,1248130,22,started
1248130,1248389,22,this
1248389,1248390,22,.
1248390,1248480,22,And
1248480,1248670,22,that
1248670,1248830,22,is
1248830,1249020,22,that
1249030,1249190,22,when
1249190,1249370,22,this
1249370,1249660,22,first
1249660,1249900,22,came
1249900,1250059,22,out
1250059,1250060,22,","
1250060,1250130,22,it
1250130,1250250,22,was
1250250,1250490,22,kind
1250490,1250590,22,of
1250590,1250770,22,a
1251000,1251120,22,a
1251120,1251470,22,silver
1251470,1251820,22,bullet
1251820,1251990,22,of
1251990,1252710,22,technology
1252710,1252870,22,that
1252880,1253120,22,brought
1253130,1253340,22,all
1253340,1253530,22,wheel
1253530,1254040,22,drive
1254350,1254580,22,into
1254580,1254630,22,a
1254630,1255080,22,segment
1255080,1255230,22,that
1255230,1255360,22,was
1255370,1255810,22,dominated
1255820,1256010,22,by
1256010,1256729,22,sportiness
1256729,1256730,22,","
1256730,1256910,22,which
1256910,1257029,22,would
1257029,1257030,22,","
1257030,1257120,22,of
1257130,1257499,22,course
1257499,1257500,22,","
1257510,1257840,22,be
1258180,1259170,22,BMW
1259180,1259570,22,and
1259580,1259740,22,by
1259740,1260139,22,luxury
1260139,1260140,22,","
1260140,1260330,22,which
1260340,1260470,22,be
1260470,1260570,22,the
1260570,1261290,22,Mercedes
1261540,1261950,22,on
1261950,1262160,22,this
1262160,1262410,22,car
1262410,1262590,22,has
1262590,1262750,22,kind
1262750,1262820,22,of
1262820,1262930,22,an
1262940,1263920,22,understated
1264450,1264970,22,elegance
1264970,1265360,22,about
1265360,1265490,22,it
1266350,1266610,22,that
1266620,1266960,22,is
1266970,1267579,22,bespoke
1267579,1267580,22,.
1268040,1268260,22,But
1268270,1268590,22,yet
1268600,1269200,22,that
1270040,1270070,22,I
1270110,1270540,22,spoke
1270540,1270630,22,to
1270630,1270750,22,the
1270760,1271200,22,point
1271210,1271420,22,that
1271430,1271780,22,people
1271780,1271950,22,out
1271950,1272100,22,there
1272100,1272270,22,might
1272270,1272770,22,consider
1272770,1272990,22,you
1273000,1273170,22,to
1273180,1273389,22,be
1273389,1273390,22,","
1274040,1274539,22,well
1274539,1274540,22,","
1274700,1275000,22,just
1275000,1275040,22,a
1275040,1275280,22,little
1275290,1275500,22,too
1275510,1275910,22,wealthy
1275920,1276070,22,for
1276070,1276190,22,your
1276190,1276420,22,old
1276430,1276619,22,unit
1276619,1276620,22,.
1276630,1276760,22,You
1276760,1276920,22,know
1276920,1277090,22,that
1277410,1277589,22,now
1277589,1277590,22,.
1277590,1277660,22,He
1277660,1277960,22,started
1277960,1278110,22,this
1278110,1278350,22,review
1278350,1278480,22,by
1278480,1278770,22,asking
1278770,1278800,22,a
1278800,1279040,22,very
1279040,1279380,22,straight
1279390,1279650,22,forward
1279650,1280069,22,question
1280069,1280070,22,.
1280070,1280180,22,Is
1280180,1280340,22,this
1280350,1280610,22,new
1280610,1281100,22,A8
1281140,1281400,22,as
1281400,1281590,22,good
1281590,1281690,22,as
1281690,1281760,22,a
1281760,1282770,22,Mercedes-Benz
1282980,1283210,22,as
1283210,1283580,22,class
1283580,1283670,22,or
1283670,1283770,22,a
1283780,1284310,22,BMW
1284310,1284660,22,seven
1284660,1284949,22,series
1284949,1284950,22,?
1284950,1285039,22,And
1285039,1285040,22,","
1285040,1285100,22,of
1285100,1285479,22,course
1285479,1285480,22,","
1285480,1285560,22,the
1285560,1285990,22,classic
1285990,1286230,22,answer
1286230,1286360,22,would
1286370,1286510,22,be
1286510,1286630,22,if
1286630,1286730,22,you
1286730,1286960,22,want
