start,end,segment_id,class_id
330,2960,1,6
2990,12840,2,2
12980,23150,3,6
23920,28970,4,2
29310,37460,5,1
37460,61860,6,8
62080,66350,7,2
66740,69630,8,7
69780,73460,9,0
73730,92290,10,2
92290,106750,11,1
107900,124260,12,3
124270,129160,13,1
129740,141250,14,3
141960,158550,15,1
159240,215540,16,9
215540,219270,17,3
220220,263740,18,4
263750,286280,19,0
286290,308640,20,5
308970,323140,21,4
323150,326120,22,6
326540,333400,23,2
333400,336940,24,7
336940,343270,25,9
344740,349860,26,0
350270,353590,27,9
354280,359560,28,6
360040,364400,29,9
364600,373020,30,6
373030,390110,31,4
392230,398050,32,4
405740,409720,33,6
409790,415250,34,3
415330,418720,35,4
418730,420730,36,1
420730,427050,37,7
427440,444280,38,6
