start,end,segment_id,class_id
320,32659,1,2
32670,47530,2,7
50840,124350,3,9
137450,205700,4,9
206130,316110,5,3
316120,395910,6,9
395910,425650,7,2
425980,429700,8,8
429990,451680,9,2
451680,469550,10,3
469740,489390,11,2
489400,592050,12,8
592240,611470,13,9
611470,613870,14,1
614310,634420,15,7
634430,649870,16,3
649880,663790,17,2
664510,687260,18,1
687260,698350,19,3
699140,703060,20,7
703060,714540,21,9
715640,719840,22,6
720490,730160,23,1
730470,743290,24,5
744370,758230,25,8
758940,763990,26,9
764000,811490,27,4
812440,838830,28,9
839940,861150,29,4
861160,870930,30,5
871380,911580,31,0
912110,919940,32,4
920640,927780,33,0
927790,938250,34,3
938250,970780,35,4
976440,1016690,36,6
