start,end,segment_id,class_id
1080,2420,1,6
2430,5160,2,2
5170,48780,3,9
49140,89360,4,3
89360,93040,5,9
93370,108920,6,3
108920,129400,7,2
129490,135230,8,1
135470,140330,9,3
140330,160190,10,1
160200,175350,11,8
175780,191260,12,7
191940,196710,13,9
196710,200250,14,1
201230,204350,15,9
205400,219510,16,6
219730,224350,17,1
224740,230730,18,4
231120,233360,19,8
233360,246520,20,2
246890,266200,21,4
266570,270310,22,9
270350,298650,23,4
298660,317300,24,0
319240,334260,25,4
334260,367850,26,0
371340,396570,27,0
402940,414820,28,3
415030,439720,29,5
451340,454060,30,7
454360,457820,31,3
458170,460740,32,4
460860,468100,33,7
469390,485650,34,6
