start,end,segment_id,class_id
8770,62240,1,6
62400,102760,2,0
102760,116400,3,7
116500,123710,4,0
123960,129270,5,3
129280,161500,6,0
161660,218170,7,4
218410,242440,8,3
242770,258660,9,5
258970,280640,10,8
280990,284610,11,1
284870,295850,12,8
296240,320410,13,1
320460,353790,14,8
356340,362030,15,8
362250,366740,16,1
367040,398380,17,8
401130,435410,18,8
435410,445560,19,3
445760,470090,20,1
470090,495600,21,3
495930,505750,22,1
506850,538950,23,9
539300,572450,24,7
572450,581010,25,5
581430,591780,26,1
592000,602700,27,3
603090,609040,28,4
609130,616250,29,1
616280,623980,30,0
624150,628170,31,2
628390,641750,32,6
