start,end,segment_id,class_id
1730,25150,1,6
25160,35300,2,0
35310,37150,3,6
80810,108080,4,6
111730,143950,5,6
143950,157210,6,4
157260,169110,7,0
174130,188020,8,4
188020,208190,9,0
208620,219830,10,6
220590,234900,11,7
234910,238340,12,5
239240,252510,13,4
256040,276240,14,4
278370,283040,15,4
285210,321660,16,4
321870,324800,17,3
324970,329350,18,0
329350,335960,19,4
338430,343950,20,4
345640,349650,21,6
349660,351440,22,9
351450,374610,23,6
375160,385310,24,2
393820,420090,25,0
424790,440770,26,0
441760,444720,27,4
444720,465250,28,6
