start,end,segment_id,class_id
800,21400,1,6
21400,34430,2,7
35200,78600,3,1
78600,89900,4,7
90010,95070,5,8
95070,113150,6,2
113610,132260,7,1
132610,157250,8,3
157440,163280,9,1
163290,174530,10,3
175100,260480,11,9
260480,264330,12,3
264610,320750,13,4
320880,322500,14,7
322510,343200,15,4
343680,412610,16,0
412620,413950,17,5
416340,443050,18,3
444020,458260,19,4
459110,463650,20,5
464420,473640,21,4
474890,483320,22,6
483490,488570,23,3
490510,494610,24,7
494860,506460,25,1
506880,524270,26,9
524400,528550,27,2
530650,534580,28,2
534590,538910,29,6
539210,544770,30,1
544860,553830,31,9
555110,564080,32,1
564080,577470,33,9
578040,582940,34,3
583290,631950,35,6
