start,end,segment_id,class_id
820,18090,1,6
18090,63750,2,3
64140,76350,3,2
77240,95520,4,1
95710,101270,5,3
101450,102510,6,1
102510,106300,7,7
106310,112000,8,1
112260,126990,9,8
126990,134740,10,2
134740,166990,11,9
167180,171100,12,6
172760,175690,13,5
176440,181250,14,1
181970,186050,15,9
186950,195390,16,1
197190,201570,17,5
201930,206890,18,6
206890,210640,19,3
212120,218630,20,5
218630,223670,21,1
223670,229100,22,7
231150,235310,23,7
237840,242940,24,7
242950,282990,25,4
283240,297230,26,3
297360,313150,27,5
313900,378450,28,0
388440,392510,29,6
392510,399560,30,4
399820,402370,31,1
402620,427280,32,6
