start,end,segment_id,class_id
280,20090,1,6
20690,37580,2,7
40550,110410,3,2
110650,182390,4,8
182400,203400,5,3
203400,241180,6,1
241340,253610,7,7
253680,258100,8,0
258110,269150,9,7
269260,307590,10,1
307750,347740,11,3
347960,412450,12,1
412900,451910,13,9
451910,457270,14,7
457600,505450,15,9
505450,509020,16,3
509640,513360,17,6
515000,522830,18,2
522900,545190,19,9
546920,560700,20,3
560770,584510,21,1
584510,600780,22,7
602120,606930,23,6
608840,615530,24,9
616230,679690,25,1
683140,689950,26,4
690530,701260,27,5
702000,736230,28,4
736230,742760,29,3
742950,765550,30,4
765550,766800,31,3
766890,797500,32,0
797740,807890,33,4
807890,815830,34,5
822990,832020,35,7
832020,864550,36,6
