start,end,segment_id,class_id
14460,58320,1,4
58870,65069,2,6
65379,89590,3,2
89590,108650,4,4
109240,121990,5,0
122370,126180,6,7
126460,161590,7,0
189040,245010,8,4
245390,248360,9,1
248520,255700,10,4
257070,267180,11,2
267350,270920,12,6
271330,277850,13,0
278590,283650,14,1
283650,288310,15,9
288310,289700,16,1
290450,314380,17,6
314920,318040,18,0
319170,324160,19,7
324170,326550,20,4
327670,333250,21,2
333740,340980,22,9
341450,346980,23,4
347460,357670,24,6
357670,366560,25,7
366570,367780,26,2
368080,377350,27,7
377940,387540,28,6
