start,end,segment_id,class_id
15450,17860,1,7
17860,41450,2,6
46940,49430,3,7
49430,90700,4,0
97000,113660,5,6
113900,137170,6,0
142370,167810,7,2
168690,174640,8,9
176540,184140,9,2
184140,188610,10,9
188920,198450,11,2
200140,224640,12,0
224970,245700,13,2
245710,250090,14,9
250310,266750,15,2
269640,284270,16,3
284640,291150,17,1
291160,298230,18,2
298480,306590,19,1
306590,319750,20,0
336450,348390,21,3
348630,353300,22,9
353620,359060,23,7
359060,366950,24,1
374020,389800,25,4
392040,413750,26,4
414500,427800,27,0
428200,470460,28,4
470690,485950,29,2
490610,504900,30,0
504900,540660,31,4
540940,543740,32,0
554750,574250,33,6
574410,597610,34,7
597910,609910,35,4
609910,614380,36,7
614600,625730,37,6
631800,637810,38,0
