start,end,segment_id,class_id
10170,31690,1,6
32640,43930,2,7
43940,115110,3,0
115120,142860,4,1
142870,188250,5,4
188340,194470,6,0
194470,222340,7,4
222340,229680,8,0
229690,279840,9,4
279840,283430,10,3
283440,289010,11,7
289030,300220,12,5
300220,318330,13,1
318340,326480,14,2
326480,343180,15,9
343180,345830,16,2
345830,363250,17,9
363260,394280,18,2
394420,422450,19,0
447140,469900,20,9
469900,482170,21,3
482180,489330,22,1
489330,517659,23,3
517659,527070,24,1
527080,540520,25,9
540550,578280,26,1
578340,589270,27,2
589340,592230,28,1
592230,605550,29,8
605560,609030,30,2
609030,630370,31,8
630370,657010,32,1
658080,672470,33,8
672470,714760,34,5
714850,733310,35,6
