start,end,segment_id,class_id
440,3860,1,6
4130,22390,2,2
22640,30920,3,7
31140,47570,4,2
47600,49240,5,1
49240,51870,6,8
52180,57000,7,7
57120,76320,8,1
76320,81660,9,8
81870,93960,10,2
93970,101160,11,8
101160,112480,12,1
115000,116960,13,3
118110,118440,14,1
118440,172680,15,3
172970,220240,16,9
220930,257329,17,4
257760,277050,18,0
277900,287860,19,3
288030,303080,20,5
303650,305600,21,6
305990,312080,22,1
312740,319230,23,9
320740,332880,24,4
333080,345140,25,7
345940,351550,26,6
351650,359600,27,1
360200,363900,28,9
366190,381280,29,1
382770,387440,30,9
387450,391670,31,7
399840,401050,32,6
401050,406940,33,7
407220,416500,34,6
416790,419030,35,2
420220,444190,36,6
444990,445410,37,3
