start,end,segment_id,class_id
320,1990,1,6
2029,26900,2,2
26900,34610,3,3
34610,42280,4,6
42280,81410,5,3
81680,129820,6,9
130150,153710,7,2
153710,169690,8,1
169770,177740,9,8
177740,194850,10,1
194860,225740,11,4
225740,239190,12,5
240160,246210,13,4
246210,248010,14,7
248350,257620,15,4
257820,293140,16,0
293140,301930,17,4
302080,304130,18,6
305260,311480,19,1
312940,314260,20,2
314260,325280,21,7
325470,335520,22,9
336330,339500,23,0
347140,354010,24,5
356210,356600,25,5
357340,358540,26,6
358540,376360,27,1
377020,382300,28,2
382720,392050,29,9
392410,398220,30,1
407900,447170,31,6
