start,end,segment_id,class_id
6650,36100,1,6
36240,40900,2,7
41120,63360,3,6
63600,72370,4,7
73540,75160,5,4
78120,105850,6,0
106330,109740,7,3
109740,131600,8,0
132530,134880,9,6
134890,145210,10,4
145540,146020,11,7
146030,182640,12,4
182910,190320,13,3
191270,207190,14,4
209750,242150,15,3
242640,259070,16,5
259300,268760,17,9
269640,286040,18,2
286050,308070,19,1
308640,329440,20,8
329450,346350,21,3
348160,358750,22,1
362840,368680,23,3
368880,379060,24,1
379300,383750,25,3
384230,397770,26,9
399520,435240,27,7
435250,438910,28,9
438920,450970,29,1
451660,482640,30,6
482650,488290,31,7
488450,495900,32,6
