start,end,segment_id,class_id
540,2580,1,6
2580,6190,2,2
6360,11310,3,7
11580,53110,4,2
53110,54210,5,3
54210,60860,6,1
60870,69250,7,2
69410,76550,8,8
77000,88210,9,1
88260,97080,10,3
97090,101050,11,1
101060,116310,12,3
116540,123120,13,1
123120,163700,14,9
163710,166690,15,3
167630,170630,16,0
172570,193460,17,4
193730,202840,18,6
202850,208540,19,3
208590,218670,20,5
219130,241730,21,9
242880,249820,22,4
250010,264370,23,9
264380,275070,24,1
275920,310460,25,0
312140,317840,26,6
319140,325520,27,9
326120,332540,28,2
335010,348860,29,3
349840,355800,30,6
356340,367520,31,1
367950,386530,32,9
392990,399380,33,7
399490,424240,34,6
