start,end,segment_id,class_id
5650,25860,1,6
26180,28870,2,2
28870,32500,3,6
32670,43020,4,2
49130,113120,5,0
113620,127530,6,4
127540,132490,7,7
132940,175250,8,4
175470,182530,9,3
182830,192550,10,0
199110,212970,11,3
213090,216650,12,7
217040,230270,13,5
230460,233150,14,9
233490,253470,15,2
254260,259850,16,1
260000,276000,17,8
276530,279960,18,7
279970,287310,19,1
287310,296150,20,8
302130,320580,21,3
320580,331680,22,1
331680,353620,23,9
353620,372070,24,7
372120,381710,25,0
381990,384040,26,7
384120,392760,27,1
393050,399690,28,7
399940,404380,29,1
404690,418750,30,6
418900,442660,31,5
442660,447050,32,4
447080,454110,33,0
454240,460930,34,6
