start,end,segment_id,class_id
180,118540,1,6
118550,148510,2,2
148730,171840,3,6
171940,209450,4,2
210710,229540,5,6
229620,256170,6,0
256180,262690,7,7
262690,278280,8,4
281260,286990,9,4
289810,292250,10,4
294630,298770,11,4
298850,303990,12,0
304490,327250,13,1
327600,335670,14,0
336530,349140,15,1
349150,403940,16,4
410840,423830,17,3
426990,443880,18,6
444630,454410,19,4
456020,478900,20,8
478910,500950,21,7
500970,514299,22,1
514380,529570,23,6
529570,555990,24,0
563210,600950,25,4
603140,621160,26,4
621160,644420,27,7
649350,670150,28,4
678040,679100,29,3
691120,730490,30,3
736340,737400,31,3
739510,773900,32,6
775480,775820,33,3
778820,818360,34,6
