start,end,segment_id,class_id
300,20410,1,6
20640,44390,2,0
44720,50840,3,6
51410,77550,4,0
80520,97210,5,0
99240,107020,6,0
110530,132220,7,0
132650,148280,8,6
148280,177270,9,2
177700,187400,10,9
187810,248120,11,2
248150,254150,12,9
254640,258180,13,0
258560,268870,14,9
268940,275850,15,2
276600,289300,16,7
289910,309810,17,2
309810,331110,18,1
331110,339260,19,8
339780,346680,20,1
346680,355840,21,2
355880,370480,22,8
370490,386260,23,1
386640,426700,24,9
426710,500600,25,3
500610,523350,26,2
524260,533480,27,1
534490,538470,28,2
538580,546900,29,7
547040,550450,30,3
551640,564650,31,0
565520,569560,32,6
569860,590350,33,4
590930,601250,34,9
601250,636940,35,4
637520,683760,36,0
684090,738310,37,4
738660,774110,38,0
774120,780390,39,6
780600,838120,40,4
838710,839750,41,7
847260,860720,42,6
