start,end,segment_id,class_id
9170,41430,1,6
41680,48040,2,7
48860,77300,3,6
77780,158820,4,0
160470,223700,5,4
224350,236270,6,7
236270,240020,7,3
240030,242410,8,0
242620,244090,9,3
244340,247810,10,0
248510,252970,11,3
253460,263040,12,7
263370,288670,13,2
289050,305660,14,3
305980,327000,15,5
327140,330080,16,7
330970,369500,17,1
369500,511950,18,8
513049,538680,19,3
539680,557820,20,1
558960,578350,21,9
580660,625550,22,0
626510,640720,23,1
641410,648690,24,5
648690,663470,25,7
664480,702620,26,6
