start,end,segment_id,class_id
130,23160,1,6
23160,58530,2,2
58530,71950,3,7
74670,90450,4,6
90500,174750,5,2
174960,208290,6,3
208630,228490,7,1
228610,422300,8,8
422900,501770,9,3
501990,557480,10,9
558310,562040,11,6
564370,571200,12,9
573450,593350,13,9
593850,619570,14,8
620380,634150,15,9
635640,663880,16,8
664320,680150,17,2
683000,698690,18,0
699600,706420,19,6
706420,721920,20,1
722020,781830,21,8
782200,800750,22,4
801420,808850,23,9
809340,841860,24,4
843890,876090,25,5
876100,908340,26,4
908650,926820,27,0
926820,940080,28,3
940170,1022360,29,4
1027640,1031010,30,4
1035329,1039849,31,4
1044069,1058450,32,4
1063270,1071780,33,7
1071780,1099410,34,6
