start,end,segment_id,class_id
22500,70640,1,6
90040,139350,2,6
139740,159300,3,0
159300,241260,4,6
242040,271630,5,9
276610,311960,6,6
311960,329060,7,4
331420,385220,8,4
385880,421380,9,2
421720,447920,10,0
448140,500900,11,2
500900,521350,12,9
524440,547350,13,6
547350,599310,14,0
599790,603950,15,1
604360,621550,16,6
621560,653650,17,7
653650,679440,18,9
687670,707230,19,9
708340,720010,20,6
720260,742180,21,9
742180,770050,22,2
770720,938180,23,9
938630,959550,24,6
960090,971210,25,3
971580,977110,26,2
977110,1014670,27,1
1014670,1041550,28,0
1041560,1077440,29,6
1077580,1096350,30,3
1096360,1202780,31,8
1203200,1215660,32,2
1222630,1245130,33,4
1251990,1268830,34,8
1269260,1321160,35,6
1321720,1387050,36,8
1388150,1406280,37,6
1408740,1419220,38,4
1420240,1443620,39,6
1443620,1454700,40,2
1455340,1490660,41,6
1498110,1505140,42,4
1505840,1543220,43,6
1543720,1548670,44,4
1548880,1614370,45,6
