start,end,segment_id,class_id
3620,11140,1,7
11150,27100,2,6
27310,57540,3,0
57540,72610,4,4
73740,82990,5,1
83770,95460,6,4
97620,115580,7,0
116100,116460,8,4
116460,126690,9,6
126850,133710,10,4
136750,164550,11,9
165170,171350,12,8
173580,188780,13,3
190390,208100,14,9
211080,237890,15,2
237950,242980,16,3
242980,250450,17,1
251380,269660,18,0
271390,277120,19,7
277350,291500,20,1
291500,308570,21,7
308570,310910,22,4
312390,321410,23,7
321740,335760,24,4
337890,353350,25,7
353930,360850,26,4
364440,368110,27,6
368350,369600,28,7
369750,372910,29,2
372910,375620,30,7
375800,385970,31,6
