start,end,segment_id,class_id
760,3790,1,6
3790,37210,2,2
37500,46770,3,3
46970,51280,4,9
51490,55440,5,1
55610,70150,6,8
70430,99990,7,1
99990,135300,8,3
135890,168110,9,9
169560,176440,10,1
176660,185170,11,2
185730,192150,12,1
192770,196300,13,9
198920,202450,14,1
203330,216700,15,6
217040,220610,16,1
221650,224870,17,4
225100,227970,18,3
229780,233600,19,8
234100,242300,20,6
244260,256839,21,4
257230,262660,22,3
262670,308120,23,4
308120,315380,24,5
315390,344530,25,0
344530,360110,26,2
360110,363460,27,7
363460,365100,28,4
365430,389840,29,6
