start,end,segment_id,class_id
150,1950,1,6
1950,13340,2,2
13720,16970,3,6
17280,32439,4,7
32439,64340,5,2
64680,83880,6,8
84220,86880,7,2
86880,107840,8,1
107840,123820,9,3
123820,132430,10,1
132640,199320,11,9
199320,204810,12,3
205150,260220,13,4
260570,266650,14,3
266650,275850,15,5
276500,317450,16,0
317760,323260,17,6
323410,335820,18,1
335820,346180,19,7
347280,353620,20,2
355110,361230,21,1
361900,367240,22,5
368640,372190,23,6
372200,380390,24,3
380860,384160,25,2
384160,385990,26,1
386850,391530,27,9
392620,408440,28,1
416450,424060,29,7
424110,451170,30,6
