start,end,segment_id,class_id
40,47150,1,6
56140,126540,2,6
127460,172840,3,4
172840,209940,4,6
210110,240340,5,4
241650,253150,6,0
253630,272550,7,6
273240,286250,8,4
293240,311560,9,0
316050,364570,10,4
368430,371550,11,6
395810,453880,12,4
461140,462350,13,4
464600,467300,14,4
471940,478810,15,4
484470,491550,16,0
492040,516360,17,4
520140,571440,18,6
571450,595100,19,2
597130,653040,20,6
653260,667090,21,4
667100,676630,22,3
676920,678600,23,5
678790,693750,24,6
694100,695650,25,9
695780,700240,26,1
700250,708040,27,2
708850,730450,28,0
731410,737380,29,9
739230,797150,30,6
797370,806640,31,2
806640,818480,32,7
821640,902810,33,6
905120,959700,34,6
