start,end,segment_id,class_id
13460,34340,1,6
49850,62350,2,2
62650,75050,3,6
75310,96960,4,0
97250,104580,5,2
104580,114780,6,3
114790,123710,7,2
123710,140040,8,3
140600,145700,9,2
146110,149050,10,7
149440,157690,11,1
158310,174120,12,2
174510,220230,13,4
220670,230900,14,0
231260,299090,15,4
299460,340670,16,0
340670,354830,17,8
355400,375400,18,4
377630,479640,19,4
479910,482550,20,6
483040,504750,21,4
504970,507280,22,0
507530,509040,23,2
509040,516780,24,4
517390,532830,25,0
532830,568250,26,6
