start,end,segment_id,class_id
240,4850,1,6
4940,9460,2,2
9460,18920,3,9
19200,49790,4,7
49940,62000,5,2
62420,100970,6,1
101560,113390,7,3
114140,118920,8,1
119030,138330,9,3
138450,185700,10,9
186060,201480,11,4
201790,203660,12,3
203660,210140,13,4
210140,213020,14,3
213390,221880,15,5
223780,253310,16,0
253820,270570,17,4
272610,276150,18,4
276230,282910,19,6
282920,289320,20,7
289490,299990,21,4
300610,304570,22,0
305760,310360,23,4
310800,314810,24,6
315110,318720,25,2
318720,323910,26,4
324020,330350,27,5
333240,337570,28,9
337900,342750,29,1
350940,354920,30,6
354930,357240,31,4
357240,361410,32,7
361640,362730,33,4
363000,369360,34,7
369560,379130,35,6
