start,end,segment_id,class_id
5650,10890,1,0
17140,21510,2,6
21510,32430,3,0
32430,43160,4,2
43170,45080,5,0
45090,46790,6,2
46790,79610,7,6
79870,90110,8,4
101100,102380,9,0
107970,115980,10,0
121580,125100,11,4
125100,129120,12,6
144870,151320,13,0
151330,184160,14,6
196700,201530,15,4
201800,220470,16,0
224960,247960,17,0
274650,286410,18,4
299940,315550,19,6
321440,339390,20,6
342720,379430,21,0
383430,388750,22,6
397320,399950,23,4
405820,413250,24,0
416620,418140,25,0
421220,425980,26,0
446560,461050,27,0
465640,469570,28,4
482540,502910,29,6
503150,508810,30,4
508850,527690,31,6
530920,531200,32,4
534070,537910,33,4
537910,576750,34,6
