start,end,segment_id,class_id
40,4120,1,6
4450,45350,2,0
49730,55400,3,0
57770,138360,4,0
138370,148650,5,8
149210,170250,6,0
176440,202450,7,0
206010,225510,8,0
226880,233240,9,7
233340,316890,10,0
320060,343810,11,0
343920,364910,12,2
365180,372430,13,9
372830,393740,14,2
394010,398730,15,9
398750,440710,16,2
441020,444490,17,3
444690,463650,18,2
464130,482020,19,8
482020,494170,20,1
494680,516650,21,8
516650,529070,22,6
529080,538130,23,4
538310,541340,24,0
541450,572590,25,4
572950,583690,26,5
584340,618090,27,0
620130,623550,28,0
624900,631030,29,6
631400,686870,30,4
693220,702060,31,4
708140,727950,32,9
728800,750000,33,6
