start,end,segment_id,class_id
230,8550,1,6
8630,14210,2,7
14880,25650,3,9
28130,35040,4,9
35740,53550,5,1
54240,70500,6,9
70840,89790,7,1
90040,90900,8,9
93750,97570,9,9
101810,102550,10,9
103250,123450,11,1
124460,125830,12,9
126230,137430,13,3
137840,151750,14,1
152250,168760,15,9
169050,179480,16,2
179780,199030,17,1
199080,204530,18,3
204530,209220,19,2
211390,212010,20,2
212320,232110,21,0
235900,243550,22,0
246550,256550,23,0
260750,275150,24,0
275150,282850,25,4
284890,295640,26,0
298300,322150,27,0
323140,323690,28,6
324770,331640,29,3
