start,end,segment_id,class_id
190,64050,1,6
64050,90260,2,1
90260,114950,3,4
115230,159560,4,0
159560,167820,5,1
168170,187890,6,4
190100,192650,7,0
198240,213000,8,6
213010,239840,9,4
247730,261930,10,2
262089,286700,11,3
287180,308480,12,2
309520,363350,13,3
363840,370310,14,1
370320,379350,15,3
380060,392350,16,2
392350,397460,17,1
397460,403790,18,3
405790,434850,19,4
435030,461780,20,7
461790,509160,21,4
509170,530520,22,2
530520,533000,23,9
538190,553710,24,2
553710,577600,25,9
578050,605280,26,6
607440,626950,27,6
