start,end,segment_id,class_id
9150,47890,1,6
48110,54000,2,4
54000,63760,3,6
63910,70220,4,2
71100,110270,5,0
110420,121010,6,4
121690,159940,7,0
160240,164170,8,7
164910,199760,9,4
199840,205800,10,3
206170,225750,11,4
225760,233750,12,2
234030,245190,13,1
245200,261160,14,3
261390,284200,15,5
284370,291990,16,2
292750,299980,17,1
299980,383030,18,8
383500,394480,19,1
394490,397290,20,7
398940,411860,21,3
411860,426810,22,1
427060,445120,23,3
445390,449610,24,1
449730,472180,25,9
472940,501450,26,7
501730,508010,27,0
508100,512940,28,7
512940,529030,29,6
529090,536350,30,1
536960,548850,31,5
549240,572850,32,6
