start,end,segment_id,class_id
140,12780,1,6
12790,14690,2,7
14700,26730,3,2
27070,36320,4,7
38960,155790,5,9
156660,248180,6,3
248180,285040,7,1
285040,289900,8,9
290000,292940,9,3
292940,328260,10,1
328270,337100,11,9
337320,339830,12,1
341120,352270,13,3
352350,435400,14,8
435640,485520,15,2
485710,539320,16,1
539410,562450,17,3
563110,570810,18,6
572920,578090,19,3
579020,583050,20,7
585320,595110,21,9
596920,604640,22,0
607350,620780,23,1
622410,632890,24,2
632900,637280,25,6
638260,677950,26,9
679150,703990,27,1
705340,717130,28,6
717680,751760,29,8
751760,776370,30,5
776600,877070,31,4
877340,908280,32,0
908590,921910,33,3
921910,937180,34,5
937960,959300,35,4
959300,1007530,36,6
