start,end,segment_id,class_id
260,25300,1,6
25300,42220,2,7
42620,99020,3,2
99260,101910,4,9
101910,150050,5,2
150810,161470,6,6
161800,200950,7,9
200950,224970,8,3
224970,228450,9,1
228770,243750,10,3
244390,249810,11,6
250050,283340,12,1
283340,366450,13,8
369540,382920,14,8
384950,395450,15,8
396140,420110,16,2
420430,443020,17,7
443510,465020,18,1
465190,505150,19,5
507640,579700,20,5
580580,695460,21,4
696190,732470,22,0
738970,765060,23,0
765290,770470,24,1
773740,774950,25,8
777190,783450,26,8
788040,788390,27,3
799640,801610,28,6
802090,811120,29,9
811130,820490,30,1
822350,841960,31,6
