start,end,segment_id,class_id
600,33230,1,6
33500,60380,2,9
60640,107380,3,3
107390,127720,4,8
130100,130620,5,8
131720,154210,6,2
154370,160440,7,9
160440,164500,8,1
164500,197320,9,8
197740,231550,10,4
231940,240340,11,3
240510,265640,12,0
266150,279620,13,5
279800,286330,14,6
286590,290870,15,0
291140,294580,16,1
294920,301950,17,4
301950,321650,18,6
322150,332260,19,9
332270,335930,20,1
346040,351390,21,0
351390,352810,22,4
352820,360510,23,3
360990,365020,24,7
365020,367150,25,6
367780,375640,26,8
375640,382850,27,6
