start,end,segment_id,class_id
5050,31810,1,6
34110,77980,2,6
78140,118150,3,0
118390,149500,4,1
149550,161520,5,0
161520,176640,6,4
176650,180840,7,5
181570,183610,8,3
183760,193450,9,0
196050,200050,10,0
202090,235970,11,0
235980,261350,12,4
263720,276500,13,4
279680,280770,14,4
281190,305760,15,8
305760,311900,16,6
312450,323290,17,8
323910,333640,18,4
334130,348870,19,0
349000,355710,20,4
355720,413650,21,0
413990,445970,22,1
448630,464840,23,8
464840,470650,24,5
471090,552710,25,0
552710,561900,26,6
561900,568150,27,7
568440,573920,28,9
574630,620440,29,0
636480,642580,30,6
642590,647440,31,4
647440,669870,32,6
669870,682220,33,0
683000,686790,34,4
686810,695790,35,0
696650,714350,36,6
