start,end,segment_id,class_id
24340,49560,1,6
49570,73070,2,2
73090,91100,3,6
91270,104910,4,7
104910,143100,5,6
143110,214420,6,0
214620,224950,7,2
225360,233000,8,3
233390,242850,9,1
243050,254180,10,5
261839,281450,11,3
281740,287450,12,2
287920,291440,13,3
291680,318740,14,9
324880,334880,15,6
334890,374900,16,0
383630,407200,17,2
407200,433930,18,7
434210,466760,19,9
467180,473340,20,2
473350,488750,21,9
488760,506090,22,8
506100,509330,23,1
509660,511510,24,7
511520,517510,25,1
517780,527800,26,5
528470,533290,27,2
533520,558760,28,6
565650,586390,29,2
586390,620210,30,8
622820,635450,31,8
654440,662280,32,0
662290,679150,33,2
679480,686960,34,4
687210,690760,35,7
691240,697600,36,6
