start,end,segment_id,class_id
410,32200,1,6
32460,47000,2,2
47240,64300,3,7
67040,87450,4,3
87780,97120,5,2
97300,211940,6,8
211940,254180,7,2
254240,269640,8,3
269640,297720,9,7
297730,310880,10,0
311030,321210,11,9
321360,324940,12,1
324940,333080,13,9
333130,442060,14,3
442060,494360,15,1
494370,608610,16,9
608880,614140,17,6
615040,634820,18,5
635730,647650,19,6
650110,666470,20,3
666500,683280,21,1
683280,697450,22,3
699040,703540,23,6
704660,725690,24,9
725940,737400,25,4
738380,750880,26,6
751160,759200,27,1
759210,768830,28,6
768940,782950,29,0
788140,801940,30,0
805160,833400,31,0
833410,907340,32,4
907340,928250,33,3
928640,940340,34,5
940670,983420,35,3
983730,995970,36,5
996190,1004800,37,4
1006860,1025160,38,4
1027510,1052420,39,4
1052640,1094660,40,6
