start,end,segment_id,class_id
500,39070,1,6
39080,177650,2,0
177860,276350,3,9
277050,322500,4,4
322500,329210,5,0
330590,349470,6,4
350760,474250,7,0
474260,493960,8,1
493960,499540,9,0
500440,522210,10,8
522590,574470,11,6
574470,605220,12,9
605700,688200,13,1
688200,709270,14,0
709340,780650,15,8
780660,805720,16,4
806920,818450,17,2
819210,860920,18,8
861320,892440,19,0
892440,899540,20,2
899540,913040,21,6
913080,951100,22,4
951400,961430,23,6
961430,981120,24,7
981500,1015740,25,1
1015950,1058510,26,2
1058750,1076200,27,6
