start,end,segment_id,class_id
8039,30870,1,6
30880,56930,2,7
56930,117140,3,0
117140,139900,4,1
139900,151240,5,4
151240,159870,6,0
163860,165870,7,0
165870,172640,8,4
172640,184250,9,0
184250,210460,10,9
210460,238230,11,4
238240,238510,12,7
238510,258890,13,4
258890,267460,14,3
267460,298640,15,5
298710,312020,16,2
312020,353830,17,9
353830,360350,18,2
360360,363250,19,0
376010,412030,20,9
412030,421410,21,3
421410,439650,22,1
439650,450000,23,3
450000,454160,24,1
454170,465080,25,9
465080,482460,26,1
482460,518059,27,8
518059,522000,28,2
522010,534010,29,1
534010,554600,30,2
554610,600280,31,1
600420,617060,32,8
617060,670250,33,5
670260,682350,34,6
