start,end,segment_id,class_id
7080,10700,1,6
10820,11630,2,3
11640,16410,3,0
16440,30060,4,6
30240,36610,5,7
36610,75370,6,0
75500,147330,7,4
147800,159260,8,0
159840,162630,9,3
163620,168450,10,0
168950,174980,11,6
174990,190840,12,3
190850,201250,13,5
202050,219250,14,1
220190,232140,15,2
232950,242360,16,1
242560,256760,17,8
256779,267250,18,3
267500,271190,19,1
274080,279580,20,3
279580,282790,21,6
283000,308080,22,3
308610,328860,23,9
329130,361030,24,7
361040,364520,25,1
364600,373540,26,4
373670,383100,27,7
383470,391250,28,5
391940,397140,29,2
397280,405560,30,4
405970,410580,31,6
410580,428490,32,7
428660,431880,33,6
448540,448850,34,3
