start,end,segment_id,class_id
7430,83760,1,6
87830,130440,2,0
130690,133880,3,4
134100,140480,4,7
140840,195680,5,4
195840,199420,6,7
199740,229860,7,0
234900,252120,8,2
252630,268780,9,3
269240,284740,10,5
284740,293000,11,9
293690,343600,12,1
343720,350370,13,8
350380,364250,14,1
364980,378450,15,8
382710,387070,16,8
387070,439280,17,1
439390,449520,18,8
450420,468610,19,1
468770,487050,20,3
487300,519580,21,9
519580,530750,22,7
530750,556000,23,0
556000,575080,24,7
575330,584230,25,5
584620,594290,26,6
594550,601520,27,0
601840,611950,28,6
