start,end,segment_id,class_id
340,9940,1,6
10300,14550,2,0
15240,18990,3,3
19330,22910,4,2
22920,27560,5,6
30860,72970,6,0
84740,134710,7,0
135950,147350,8,1
148340,166440,9,4
166670,174050,10,0
179050,198070,11,0
198940,208270,12,6
208930,226460,13,2
226460,232480,14,9
232630,287750,15,2
288030,298860,16,3
298860,319200,17,0
319210,335750,18,9
337370,344690,19,4
344700,376040,20,2
376040,390720,21,8
390870,439720,22,4
439860,447440,23,0
447720,539350,24,4
548440,558820,25,6
559170,570140,26,3
570140,570710,27,0
571140,606450,28,6
