start,end,segment_id,class_id
19140,25550,1,6
32420,51470,2,0
54840,71750,3,0
74300,92870,4,0
92870,109430,5,4
118640,131540,6,4
137040,141890,7,4
142100,147020,8,9
147430,154140,9,4
154400,158280,10,3
159400,169870,11,2
170230,176320,12,7
177220,190850,13,3
191290,194110,14,9
199500,204140,15,8
204510,214860,16,3
214990,219990,17,9
221120,229660,18,6
229820,241210,19,7
241370,249470,20,1
249470,251310,21,3
251600,258560,22,1
259000,266950,23,9
268700,283290,24,7
283290,296370,25,0
296550,316870,26,6
343340,343810,27,3
