start,end,segment_id,class_id
9140,38110,1,6
38910,51580,2,0
55010,67560,3,0
69040,113750,4,4
116190,129720,5,0
129729,135690,6,6
136680,148830,7,2
148920,159080,8,4
159960,169500,9,9
170740,173580,10,2
173580,192950,11,0
197160,217950,12,0
217950,237780,13,4
237790,268040,14,9
268130,277280,15,3
278150,287250,16,2
287260,313790,17,8
315140,336850,18,4
336990,344150,19,5
344370,363200,20,4
367340,408880,21,0
412900,429390,22,3
429390,456250,23,6
456710,465750,24,4
467210,479730,25,7
481300,485170,26,6
