start,end,segment_id,word
123650,123910,5,Adding
123910,123980,5,to
123980,124100,5,the
124100,124280,5,tee
124280,124540,5,tee's
124540,125020,5,minimalist
125020,125950,5,philosophy
126130,126230,5,or
126230,126630,5,digital
126640,127010,5,climate
127010,127390,5,control
127390,127920,5,readouts
128120,128380,5,built
128380,128910,5,directly
128910,129050,5,into
129050,129240,5,the
129240,129419,5,air
129419,129889,5,vents
130720,130940,5,the
130940,131279,5,holy
131279,131280,5,","
131280,131760,5,embracing
131760,131930,5,the
131940,132440,5,elegance
132440,132520,5,of
132520,133349,5,simplicity
133349,133350,5,.
133740,134149,5,Events
134149,134150,5,","
134150,134490,5,fixed
134490,135250,5,positioning
135450,135600,5,and
135600,135980,5,basic
135990,136520,5,twisting
136520,137160,5,adjusters
137410,137670,5,limit
137670,137750,5,the
137750,138180,5,direction
138180,138280,5,of
138280,138889,5,airflow
138889,138890,5,.
