start,end,segment_id,word
578340,578400,35,All
578400,578559,35,right
578559,578560,35,","
580290,580400,35,But
580400,580430,35,I
580430,580570,35,must
580570,580770,35,say
580770,580870,35,I'm
580870,581110,35,quite
581110,581490,35,surprised
581490,581580,35,with
581580,581720,35,this
581720,581900,35,new
581900,582330,35,RS6
582330,583010,35,300D
583160,583490,35,GT-R
583890,584430,35,Maur
584520,584670,35,than
584670,584830,35,the
584840,585140,35,old
585140,585569,35,car
585569,585570,35,.
