start,end,segment_id,word
420130,420360,39,Thanks
420360,420450,39,for
420450,420880,39,watching
421950,422090,39,you
422130,422260,39,know
422260,422420,39,this
422420,422750,39,video
422750,423090,39,please
423330,423650,39,share
423650,423780,39,it
423880,424040,39,and
424040,424489,39,subscribe
424489,424490,39,.
424490,424750,39,Toe
425340,425509,39,click
425509,425510,39,.
425510,425660,39,Over
425660,425820,39,there
425820,425920,39,you
425920,426050,39,can
426050,426250,39,watch
426260,426679,39,detail
426679,426680,39,","
426680,427379,39,practicality
427379,427380,39,","
427570,428140,39,entertainment
428150,428260,39,on
428270,429400,39,363
429400,429780,39,passenger
429780,431499,39,writhe
431499,431500,39,.
431510,431720,39,Did
431720,431820,39,you
431820,432020,39,spot
432020,432150,39,the
432160,432460,39,east
432460,432710,39,rake
432940,433080,39,in
433080,433160,39,the
433170,433649,39,video
433649,433650,39,?
433900,434040,39,It
434040,434150,39,was
434160,434250,39,the
434260,434680,39,album
434690,435320,39,X5
435600,436139,39,austerity
436139,436140,39,.
