start,end,segment_id,word
38800,39050,2,Once
39050,39290,2,upon
39290,39340,2,a
39340,39869,2,time
39869,39870,2,","
39880,40199,2,actually
40199,40200,2,","
40200,40390,2,not
40390,40560,2,that
40560,40770,2,long
40770,41199,2,ago
41199,41200,2,","
41200,41300,2,a
41310,41720,2,fine
41730,42200,2,horse
42200,42360,2,was
42360,42440,2,a
42440,42950,2,sign
42960,43220,2,of
43220,43649,2,wealth
43649,43650,2,","
43690,44200,2,power
44210,44640,2,and
44960,45949,2,prestige
45949,45950,2,.
46340,46879,2,Today
46879,46880,2,","
46920,47180,2,not
47180,47320,2,so
47320,47580,2,much
47580,47909,2,today
47909,47910,2,.
47910,48100,2,It's
48100,48539,2,this
48539,48540,2,.
48840,49100,2,Check
49100,49180,2,it
49180,49469,2,out
49469,49470,2,.
49660,49780,2,The
49780,50280,2,brand
50280,50650,2,new
51240,52590,2,2013
52880,54480,2,Mercedes-Benz
54810,55280,2,es
55370,55769,2,el
55769,55770,2,.
55980,56160,2,We're
56160,56300,2,gonna
56300,56480,2,take
56480,56570,2,it
56580,56740,2,for
56740,56810,2,a
56810,57170,2,ride
57180,57310,2,and
57310,57590,2,review
57590,57709,2,it
57709,57710,2,.
57750,57990,2,Coming
57990,58080,2,up
58080,58480,2,next
58490,58630,2,on
58630,58700,2,the
58710,59050,2,fast
59050,59230,2,lane
59230,59559,2,car
59559,59560,2,","
70190,70410,2,this
70410,71230,2,Mercedes
71260,71600,2,fort
71600,72130,2,licked
72170,72350,2,a
72350,72720,2,cell
72730,73150,2,or
73420,73770,2,sport
73770,74070,2,light
74080,74210,2,is
74210,74380,2,not
74380,74790,2,exactly
74790,75199,2,light
75199,75200,2,","
79400,79690,2,but
79690,79790,2,it
79790,80060,2,does
80060,80530,2,encompass
80540,80880,2,A3
80880,81550,2,traits
81810,81980,2,that
81980,82210,2,make
82210,82320,2,it
82330,82490,2,a
82490,82890,2,halo
82890,83180,2,car
83180,83280,2,for
83280,83849,2,Mercedes
83849,83850,2,.
