start,end,segment_id,word
479450,479580,11,I
479580,479839,11,mean
479839,479840,11,","
479850,480430,11,seating
480440,480810,11,is
481140,481929,11,nice
481929,481930,11,.
482150,482300,11,I
482300,482570,11,wish
482580,483230,11,the
483240,483610,11,seats
483610,483820,11,are
483830,484469,11,later
484469,484470,11,.
484470,484730,11,More
484730,485449,11,softer
485449,485450,11,.
485770,486619,11,So
486619,486620,11,","
486880,487060,11,you
487060,487209,11,know
487209,487210,11,","
487220,487360,11,on
487360,487470,11,the
487470,487740,11,long
487740,488169,11,journey
488169,488170,11,","
488180,488400,11,it
488400,488680,11,gets
488680,488750,11,a
488750,489000,11,bit
489840,490649,11,tiring
490649,490650,11,.
491040,491130,11,But
491130,491210,11,to
491210,491340,11,be
491340,491829,11,honest
491829,491830,11,","
492160,492280,11,I
492280,492529,11,mean
492529,492530,11,","
492540,492720,11,I've
492720,493030,11,dreamed
493030,493190,11,this
493200,493620,11,guard
493620,493910,11,non
493910,494250,11,stop
494260,494410,11,for
494410,494630,11,two
494630,495220,11,hours
495580,496050,11,after
496590,496890,11,after
496900,497070,11,two
497070,497509,11,hours
497509,497510,11,","
498130,498270,11,I
498270,498460,11,was
498470,498840,11,literally
498840,499269,11,tired
499269,499270,11,.
499530,499770,11,So
499770,499970,11,on
499970,500160,11,that
500160,500949,11,department
500949,500950,11,","
502140,502579,11,Yeah
502579,502580,11,","
502590,502720,11,the
502730,503150,11,thief's
503150,503390,11,need
503400,503520,11,to
503530,503640,11,be
503640,503710,11,a
503710,503880,11,bit
503880,504030,11,more
504110,504459,11,often
504459,504460,11,","
505040,505270,11,but
505270,505629,11,anyways
505629,505630,11,","
505630,505760,11,it
505770,506070,11,can
506080,506890,11,comfortably
506890,507290,11,seat
507300,507730,11,for
507740,508189,11,people
508189,508190,11,.
508200,508440,11,As
508440,508510,11,you
508510,508700,11,can
508700,509049,11,see
509049,509050,11,","
509330,509490,11,the
509490,509760,11,bench
509760,510030,11,seats
510040,510669,11,behind
510669,510670,11,","
510680,510810,11,they
510810,511050,11,can
511050,511500,11,sit
511510,511990,11,five
512000,512379,11,people
512379,512380,11,.
512840,513429,11,But
514270,514500,11,I
514510,514830,11,think
514840,515150,11,five
515159,515490,11,people
515500,515809,11,can
515820,516169,11,really
516169,516450,11,sit
516780,517609,11,comfortably
517609,517610,11,.
517620,517730,11,I
517730,517918,11,mean
517918,517919,11,","
517929,518280,11,four
518280,518780,11,people
518789,519159,11,is
519169,519609,11,easy
519609,519610,11,.
519610,519949,11,What
519949,519950,11,?
520640,520919,11,You
520919,521340,11,can
521590,521860,11,make
521870,522200,11,people
522200,522450,11,sick
522450,522650,11,in
522659,523140,11,Mr
523380,523620,11,but
523630,524420,11,five
524610,525299,11,less
525299,525300,11,.
525740,525960,11,The
525970,526160,11,fifth
526160,526650,11,portion
526780,527170,11,is
527180,527540,11,really
527540,527919,11,slim
527919,527920,11,.
528250,528550,11,One
528550,528690,11,good
528690,528960,11,thing
528960,529250,11,is
529290,529600,11,is
529610,529910,11,that
530040,530350,11,even
530360,530460,11,though
530460,530650,11,we're
530650,531020,11,cruising
531020,531120,11,at
531130,531440,11,1
531450,532090,11,60
532470,533330,11,noise
534100,534410,11,N
534410,534600,11,V
534600,534850,11,H
534850,535280,11,levels
535290,535610,11,are
535620,535980,11,really
535980,536210,11,know
536210,536370,11,in
536380,536680,11,this
536830,537040,11,in
537040,537200,11,this
537200,537560,11,cabin
537780,538179,11,again
538179,538180,11,","
538210,538380,11,I'm
538390,538620,11,doing
538620,538720,11,an
538720,539239,11,Altima
539239,539240,11,","
539430,539800,11,and
539810,540340,11,Ultima
540350,540660,11,is
540670,540960,11,not
540970,541160,11,a
541170,541510,11,really
541510,541770,11,bad
541780,542029,11,car
542029,542030,11,","
542030,542770,11,considering
542770,542980,11,that
542990,543480,11,it's
543480,543570,11,a
543570,544080,11,huge
544090,544420,11,car
544540,544780,11,with
544790,544990,11,all
544990,545100,11,the
545100,545670,11,comforts
545680,546150,11,and
546390,547190,11,safety
547200,547760,11,features
547760,547860,11,and
547870,548310,11,every
548310,548670,11,single
548670,548959,11,thing
548959,548960,11,.
549460,549750,11,But
550000,550420,11,compared
550430,550620,11,to
550630,550870,11,this
550870,551249,11,car
551249,551250,11,","
551790,552219,11,yeah
552219,552220,11,","
552230,552390,11,it
552390,552680,11,was
552690,552810,11,it
552810,553020,11,was
553030,553330,11,pretty
553330,553889,11,noisy
553889,553890,11,","
554200,554430,11,but
554430,554630,11,this
554630,554970,11,guy
554980,555230,11,is
555240,555790,11,so
555790,556229,11,quiet
556229,556230,11,.
556240,556410,11,It's
556420,556920,11,so
557110,557240,11,I
557240,557720,11,mean
557880,558300,11,right
558300,558580,11,now
558590,558950,11,you
560040,560430,11,you
560440,560870,11,you
560880,561220,11,can't
561280,561520,11,you
561520,561759,11,know
561759,561760,11,","
561770,561800,11,I
561810,562150,11,really
562150,562380,11,think
562380,562510,11,that
562510,562630,11,I'm
562630,562940,11,going
562940,563080,11,at
563530,563950,11,18
563950,564300,11,90
564300,565059,11,kilometers
565059,565060,11,","
565380,565830,11,but
566030,566660,11,the
566670,567089,11,air
567089,567090,11,","
567770,568230,11,whooshing
568230,568819,11,noise
568819,568820,11,","
569170,569879,11,anything
569879,569880,11,","
569890,570339,11,anything
570339,570340,11,.
570340,570530,11,Even
570530,570670,11,the
570670,571030,11,engine
571030,571420,11,noise
571430,571740,11,is
571750,572110,11,pretty
572110,572410,11,damn
572410,572709,11,low
572709,572710,11,.
572920,573540,11,So
573610,573989,11,yeah
573989,573990,11,","
573990,574070,11,I
574070,574380,11,think
574380,574680,11,that's
574680,574820,11,a
574890,575160,11,That's
575160,575230,11,a
575240,575420,11,good
575430,575710,11,thing
575870,576000,11,in
576000,576170,11,that
576170,576799,11,department
576799,576800,11,.
