start,end,segment_id,word
132820,132960,6,And
132960,133100,6,then
133100,133290,6,from
133290,133370,6,the
133370,133780,6,driver's
133780,134079,6,seat
134079,134080,6,","
134080,134170,6,the
134170,134570,6,points
134570,134670,6,of
134670,134900,6,view
134900,135040,6,you
135040,135359,6,get
135359,135360,6,","
135590,135730,6,you
135730,135850,6,get
135850,135920,6,the
135920,136200,6,flat
136200,136510,6,bottom
136510,136860,6,steering
136860,137159,6,wheel
137159,137160,6,","
137260,137570,6,which
137570,137720,6,is
137720,137800,6,the
137800,138090,6,same
138090,138250,6,in
138250,138470,6,my
138470,138789,6,car
138789,138790,6,.
138790,138950,6,But
138950,139160,6,this
139160,139410,6,is
139410,139840,6,obviously
139840,139920,6,a
139920,140090,6,lot
140090,140280,6,more
140280,140859,6,refreshed
140859,140860,6,.
141000,141220,6,It
141220,141470,6,looks
141470,141700,6,quite
141700,142000,6,similar
142000,142170,6,to
142170,142380,6,what
142380,142460,6,is
142460,142580,6,in
142580,142650,6,the
142650,143080,6,current
143090,143390,6,Audi
143390,143809,6,R8
143809,143810,6,.
