start,end,segment_id,word
206930,207250,9,Even
207250,207570,9,taking
207570,207810,9,that
207810,208060,9,into
208060,208669,9,account
208669,208670,9,","
208740,209110,9,Onda
209110,209430,9,Steve
209430,209699,9,said
209699,209700,9,","
209710,209810,9,the
209820,210040,9,fact
210040,210180,9,that
210180,210290,9,you
210290,210510,9,might
210520,210700,9,want
210700,210800,9,the
210810,210990,9,gay
210990,211260,9,box
211260,211340,9,to
211350,211610,9,be
212040,212420,9,just
212420,212460,9,a
212460,212680,9,little
212680,212830,9,bit
212840,213449,9,sharper
213449,213450,9,.
