start,end,segment_id,word
173550,174190,8,Standout
174200,174570,8,features
174570,174660,8,in
174660,174760,8,the
174770,174950,8,C
174950,175480,8,63
175480,175550,8,are
175550,175780,8,these
175790,176239,8,seats
176239,176240,8,.
176300,176670,8,I'm
176670,176940,8,not
176940,177410,8,going
177460,178139,8,anywhere
178139,178140,8,","
178140,178210,8,no
178210,178460,8,matter
178460,178660,8,how
178660,178920,8,hard
178920,179000,8,a
179000,179479,8,corner
179479,179480,8,.
179770,180190,8,Although
180190,180240,8,a
180240,180400,8,little
180400,180490,8,bit
180490,180550,8,of
180550,180580,8,a
180580,181069,8,downside
181069,181070,8,","
181070,181220,8,these
181220,181710,8,bolsters
181710,181830,8,air
181830,182150,8,so
182160,182710,8,bold
182920,183090,8,that
183090,183170,8,you
183170,183470,8,can't
183470,183660,8,really
183660,183850,8,move
183850,184020,8,your
184030,184479,8,arms
184479,184480,8,.
184480,184580,8,So
184580,184670,8,if
184670,184770,8,you
184770,184900,8,have
184900,185440,8,really
186490,186930,8,height
186970,187649,8,corners
187649,187650,8,","
187660,188210,8,sometimes
188210,188310,8,they
188320,188720,8,restrict
188720,188830,8,your
188830,189340,8,mobility
189340,189400,8,a
189400,189570,8,little
189570,189799,8,bit
189799,189800,8,.
