start,end,segment_id,word
88540,88710,10,This
88710,89070,10,particular
89070,89270,10,car
89270,89440,10,has
89440,89550,10,the
89560,89930,10,AMG
89930,90340,10,styling
90340,90740,10,package
90740,90890,10,on
90890,91039,10,it
91039,91040,10,.
91200,91380,10,So
91380,91680,10,include
91680,91810,10,some
91810,91880,10,of
91880,91950,10,the
91950,92219,10,stuff
92219,92220,10,","
92220,92620,10,such
92630,92900,10,as
92900,92980,10,you
92980,93190,10,got
93470,93990,10,blacked
93990,94280,10,out
94280,94570,10,rear
94570,95320,10,windows
95320,95520,10,as
95520,95930,10,well
96270,96590,10,on
96660,96930,10,this
96940,97380,10,grated
97380,97760,10,19
97760,97960,10,inch
97970,98210,10,Allah
98210,98690,10,wills
98800,99050,10,with
99050,99260,10,black
99270,99649,10,paint
99649,99650,10,","
99840,99960,10,and
99960,100100,10,they
100100,100320,10,looked
100320,100640,10,super
100640,100889,10,cool
100889,100890,10,","
100890,101060,10,but
101060,101370,10,most
101370,101929,10,noticeable
101929,101930,10,.
101940,102130,10,Is
102130,102550,10,this
102810,102960,10,the
102960,103290,10,roof
103290,103899,10,spoiler
103899,103900,10,?
104810,104930,10,Now
104930,105030,10,what
105030,105090,10,do
105090,105140,10,you
105140,105260,10,think
105260,105510,10,about
105510,105669,10,that
105669,105670,10,?
105670,105760,10,You
105760,106100,10,don't
106100,106340,10,have
106340,106830,10,tohave
106830,107060,10,it
107070,107509,10,right
107509,107510,10,?
107790,107930,10,You
107930,108030,10,can
108030,108190,10,have
108190,108270,10,the
108270,108480,10,car
108480,108870,10,without
108870,108929,10,it
108929,108930,10,","
108930,109030,10,and
109030,109110,10,it
109110,109370,10,looks
109370,109590,10,kind
109590,109660,10,of
109660,109730,10,a
109730,109940,10,bit
109940,110160,10,more
110160,110709,10,stealth
110709,110710,10,.
110880,110980,10,I
110980,111310,10,actually
111320,111710,10,really
111710,111950,10,like
111950,111990,10,I
111990,112200,10,think
112200,112340,10,it
112560,112930,10,adds
112930,113040,10,to
113040,113130,10,the
113130,113510,10,purpose
113510,113630,10,will
113630,113860,10,look
113860,113920,10,of
113920,114060,10,this
114060,114329,10,couple
114329,114330,10,.
114330,114500,10,What
114500,114590,10,do
114590,114700,10,you
114700,115040,10,think
115430,115510,10,on
115510,115580,10,the
115580,115760,10,pop
115760,115930,10,out
115940,116190,10,banning
116190,116270,10,the
116280,116510,10,top
116510,116700,10,right
116710,116980,10,corner
116980,117040,10,of
117040,117110,10,the
117110,117380,10,screen
117380,117470,10,to
117470,117699,10,vote
117699,117700,10,?
117790,118080,10,Would
118080,118250,10,you
118250,118380,10,have
118380,118510,10,this
118510,118770,10,car
118770,118890,10,with
118890,118930,10,a
118930,119580,10,spoiler
119810,120370,10,without
120380,120490,10,the
120490,120979,10,spoiler
120979,120980,10,.
121820,122299,10,Inside
122299,122300,10,","
122300,122410,10,there
122410,122530,10,is
122530,122590,10,a
122590,122860,10,minor
122860,123310,10,sporty
123310,123799,10,upgrades
123799,123800,10,.
123800,123900,10,The
123900,124200,10,most
124200,124819,10,noticeable
124819,124820,10,","
124820,125099,10,though
125099,125100,10,","
125320,125460,10,is
125460,125640,10,the
125650,126300,10,MG
126300,126840,10,Sports
126840,127320,10,Steering
127320,127519,10,Wheel
127519,127520,10,","
127520,127700,10,which
127700,127870,10,does
127870,128080,10,feel
128080,128589,10,lovely
128589,128590,10,.
128600,129089,10,Also
129089,129090,10,","
129090,129289,10,you've
129300,129500,10,got
129600,129990,10,actual
129990,130770,10,metallic
130780,131009,10,gear
131009,131280,10,shifter
131280,131850,10,pedals
132310,132859,10,started
132859,132860,10,.
