start,end,segment_id,word
242940,243430,16,All
243440,244150,16,Q7
244150,244260,16,is
244260,244510,16,used
244510,244590,16,the
244590,245100,16,same
245110,245750,16,basic
245750,246110,16,three
246110,246590,16,liter
246600,246860,16,V
246860,247200,16,six
247200,247609,16,diesel
247609,247610,16,","
247610,247770,16,but
247770,247900,16,it's
247900,248330,16,available
248330,248510,16,with
248520,248960,16,two
248970,249370,16,different
249380,249750,16,power
249750,250340,16,outputs
250640,251880,16,215
251890,252330,16,or
252340,253510,16,260
253510,253630,16,A8
253640,253890,16,brake
253890,254419,16,horsepower
254419,254420,16,.
254800,255190,16,Both
255190,255660,16,versions
255660,255790,16,air
255790,256390,16,smooth
256390,256560,16,and
256560,256910,16,offer
256920,257440,16,decent
257440,257870,16,levels
257870,257980,16,of
257990,258679,16,performance
258679,258680,16,.
258740,259629,16,Ondas
259629,259630,16,","
259630,259720,16,the
259720,260010,16,more
260010,260620,16,powerful
260620,261050,16,version
261060,261459,16,isn't
261459,261620,16,now
261620,261870,16,much
261870,262089,16,more
262089,262809,16,expensive
262809,262810,16,.
262900,263100,16,It
263110,263390,16,is
263390,263500,16,a
263510,263810,16,punch
263810,264049,16,here
264049,264050,16,","
264230,264420,16,and
264420,264780,16,so
264780,265000,16,it's
265000,265290,16,no
265290,265530,16,one
265530,265650,16,to
265650,266049,16,dismiss
266049,266050,16,.
