start,end,segment_id,word
334030,334340,8,So
334340,334420,8,the
334420,334680,8,crux
334680,334740,8,of
334740,334800,8,the
334800,335170,8,matter
335180,335470,8,how
335470,335690,8,the
335690,335990,8,ride
335990,336120,8,and
336120,336470,8,handling
337130,337530,8,spot
337530,337679,8,on
337679,337680,8,","
337680,337730,8,I
337730,337880,8,would
337880,338150,8,say
338500,338960,8,better
338960,339050,8,and
339050,339350,8,respect
339350,339410,8,the
339410,339969,8,handling
339969,339970,8,.
340150,340450,8,Maybe
340450,340510,8,a
340510,340700,8,little
340700,340800,8,bit
340800,340860,8,of
340860,340900,8,a
340900,341180,8,trade
341180,341260,8,off
341270,341380,8,on
341380,341460,8,the
341460,341709,8,right
341709,341710,8,","
341720,341890,8,but
342140,342420,8,but
342460,342610,8,a
342620,343110,8,perfectly
343110,343480,8,acceptable
344040,344490,8,right
344490,344709,8,one
344709,344710,8,","
344800,344940,8,I
344940,345100,8,would
345100,345390,8,say
345400,345809,8,so
345809,345810,8,","
346080,346379,8,yes
346379,346380,8,","
346820,347050,8,there's
347050,347120,8,a
347120,347820,8,firmness
347820,347950,8,to
347950,348060,8,the
348060,348679,8,ride
348679,348680,8,.
349130,349200,8,I
349200,349319,8,mean
349319,349320,8,","
349320,349440,8,you
349440,349720,8,almost
349720,349970,8,wouldn't
349970,350350,8,describe
350350,350440,8,it
350440,350560,8,as
350560,351120,8,firmness
351120,351320,8,it
351670,351810,8,It's
351810,352010,8,never
352010,352579,8,course
352579,352580,8,.
352760,352920,8,It's
352920,353300,8,just
353450,353540,8,a
353540,353750,8,little
353750,353880,8,bit
353880,354599,8,excitable
354599,354600,8,.
354740,355010,8,It
355010,355190,8,wants
355190,355270,8,to
355270,355500,8,deal
355500,355640,8,with
355650,355930,8,bigger
355930,356280,8,infants
356280,356940,8,quickly
357110,357210,8,and
357210,357320,8,then
357320,357460,8,get
357460,357560,8,on
357560,357680,8,with
357680,357849,8,it
357849,357850,8,.
357940,358170,8,On
358170,358240,8,the
358240,358560,8,trade
358560,358840,8,off
358850,358950,8,is
358950,359010,8,a
359010,359230,8,car
359230,359320,8,that
359320,359840,8,handles
359850,360649,8,really
360649,360650,8,","
360650,361130,8,really
361130,361649,8,nicely
361649,361650,8,.
362240,362450,8,It's
362460,363140,8,precisely
363140,363550,8,eternity
363560,363870,8,in
363990,364479,8,balance
364479,364480,8,.
364480,364630,8,Did
364630,364700,8,you
364700,364980,8,drive
364980,365090,8,it
365090,365649,8,through
365649,365650,8,?
366250,366410,8,It
366410,367260,8,feels
368100,368700,8,classically
368700,368900,8,rear
368900,369449,8,driven
369449,369450,8,.
369940,370060,8,It's
370060,370240,8,kind
370240,370310,8,of
370310,370570,8,everything
370570,370670,8,you
370670,370879,8,wanted
370879,370880,8,.
370880,371070,8,Three
371070,371340,8,serious
371340,371460,8,to
371470,371799,8,beat
371799,371800,8,","
371900,372000,8,and
372000,372130,8,it's
372130,372470,8,no
372480,372810,8,to
372820,373280,8,dialed
373280,373549,8,up
373549,373550,8,.
374040,374310,8,So
374310,374420,8,the
374420,375090,8,initial
375100,375340,8,off
375340,375610,8,center
375610,375940,8,steering
375940,376550,8,response
376970,377560,8,is
377560,377910,8,fairly
377910,378289,8,gentle
378289,378290,8,","
378290,378739,8,actually
378739,378740,8,.
379540,379990,8,Feel
379990,380090,8,the
380090,380380,8,front
380380,380760,8,tires
380760,381030,8,load
381030,381249,8,up
381249,381250,8,","
381680,381880,8,get
381880,382040,8,lots
382040,382100,8,of
382110,382709,8,confidence
382709,382710,8,.
383220,383310,8,And
383310,383400,8,then
383400,383510,8,if
383510,383590,8,you
383590,383839,8,go
383839,383840,8,","
383850,383970,8,you
383980,384180,8,just
384180,384330,8,sort
384330,384520,8,of
384530,385380,8,enticed
385910,386040,8,to
386040,386310,8,drive
386310,386390,8,it
386390,386740,8,on
387010,387360,8,quicker
387360,387460,8,and
387460,387760,8,quicker
387760,387870,8,and
387870,387940,8,to
387940,388310,8,have
388800,388930,8,a
388930,389070,8,lot
389070,389140,8,of
389140,389310,8,fun
389310,389430,8,with
389430,389539,8,it
389539,389540,8,.
