start,end,segment_id,word
281190,281480,15,What's
281480,281930,15,interesting
281930,282170,15,is
282650,282920,15,I've
282930,283200,15,been
283200,283290,15,in
283290,283450,15,this
283450,283890,15,car
283900,284540,15,for
284550,285300,15,a
285300,285410,15,love
285420,285810,15,five
285810,286270,15,minutes
286310,286740,15,driving
286740,286889,15,it
286889,286890,15,.
286900,287080,15,I've
287080,287290,15,been
287290,287680,15,shown
287680,287830,15,where
287830,287910,15,the
287910,288290,15,buttons
288290,288580,15,are
288740,289259,15,once
289259,289260,15,","
289970,290100,15,and
290100,290200,15,I'm
290200,290450,15,just
290450,290770,15,finding
290770,290899,15,them
290899,290900,15,.
290900,290980,15,I
290980,291210,15,don't
291210,291490,15,take
291490,291600,15,my
291600,291780,15,eyes
291780,291920,15,off
291920,292030,15,the
292030,292319,15,road
292319,292320,15,.
292320,292420,15,I
292430,292850,15,find
292850,292970,15,all
292970,293050,15,the
293050,293460,15,various
293460,293830,15,modes
293910,294250,15,by
294250,294699,15,field
294699,294700,15,.
294830,295010,15,I'm
295010,295220,15,not
295220,295520,15,looking
295520,295750,15,over
295760,295820,15,a
295820,296210,15,screen
296210,296310,15,in
296310,296620,15,touching
296620,296670,15,a
296670,296979,15,screen
296979,296980,15,","
296980,297150,15,like
297150,297240,15,in
297240,297290,15,a
297290,297629,15,Tesla
297629,297630,15,.
299040,299429,15,Okay
299429,299430,15,","
300450,300550,15,they
300550,300730,15,don't
300730,300890,15,like
300890,301180,15,buttons
301180,301280,15,at
301280,301599,15,Tessler
301599,301600,15,.
301600,301789,15,But
301789,301790,15,","
301800,301880,15,you
301880,302179,15,know
302179,302180,15,","
302460,302730,15,every
302730,302850,15,now
302850,302940,15,and
302940,303090,15,then
303090,303220,15,there's
303220,303440,15,something
303440,303520,15,to
303520,303610,15,be
303610,303800,15,said
303810,303890,15,for
303890,303940,15,a
303940,304070,15,bit
304070,304140,15,of
304140,304220,15,a
304220,304619,15,button
304619,304620,15,","
304680,304930,15,so
304930,304990,15,I
304990,305150,15,should
305150,305430,15,explain
305430,305540,15,where
305540,305640,15,we
305640,305759,15,are
305759,305760,15,.
