start,end,segment_id,word
134910,135080,4,With
135080,135130,4,a
135130,135550,4,starting
135550,135840,4,price
135840,135950,4,of
135960,137370,4,"291,000"
137370,137879,4,dirhams
137879,137880,4,","
138120,138310,4,the
138310,138550,4,Audi
138550,138930,4,TT
138930,139410,4,RS
139420,139720,4,is
139790,140060,4,back
140060,140180,4,to
140180,140290,4,the
140290,140720,4,brim
140730,140970,4,with
140970,141230,4,new
141230,141390,4,age
141390,142220,4,technologies
142470,142640,4,that
142640,142820,4,come
142820,142910,4,in
142910,143000,4,the
143000,143280,4,form
143280,143380,4,of
143390,143420,4,a
143430,143720,4,blind
143720,143999,4,spot
143999,144000,4,.
